product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,NY,Yes,In progress,03-26,13
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,OH,Yes,In progress,02-26,19
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,OH,Yes,In progress,03-26,16
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,OK,Yes,In progress,02-26,34
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,OK,Yes,In progress,03-26,10
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,OR,Yes,In progress,02-26,7
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,OR,Yes,In progress,03-26,4
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,PA,Yes,In progress,02-26,9
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,PA,Yes,In progress,03-26,11
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,PR,Yes,In progress,03-26,1
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,RI,Yes,In progress,02-26,9
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,RI,Yes,In progress,03-26,3
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,SC,Yes,In progress,02-26,50
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,SC,Yes,In progress,03-26,60
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,SD,Yes,In progress,02-26,2
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,TN,Yes,In progress,02-26,25
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,TN,Yes,In progress,03-26,19
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,TX,Yes,In progress,02-26,28
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,TX,Yes,In progress,03-26,42
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,UT,Yes,In progress,02-26,7
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,UT,Yes,In progress,03-26,2
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,VA,Yes,In progress,02-26,17
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,VA,Yes,In progress,03-26,20
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,VT,Yes,In progress,02-26,1
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,WA,Yes,In progress,02-26,7
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,WA,Yes,In progress,03-26,11
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,WI,Yes,In progress,02-26,16
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,WI,Yes,In progress,03-26,10
Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Web,Experian Information Solutions Inc.,WV,Yes,In progress,02-26,11
